Subgroup,Phase,Time Period,Time Period Start Date,Time Period End Date,Value,Low CI,High CI
Nebraska,3,33,2021-06-23,2021-07-05,14.3,10.5,18.8
Nevada,3,33,2021-06-23,2021-07-05,21.4,16.7,26.7
New Hampshire,3,33,2021-06-23,2021-07-05,16.9,12.1,22.6
New Jersey,3,33,2021-06-23,2021-07-05,20.5,17.5,23.6
New Mexico,3,33,2021-06-23,2021-07-05,29.2,24.8,33.9
New York,3,33,2021-06-23,2021-07-05,19.7,14.9,25.2
North Carolina,3,33,2021-06-23,2021-07-05,20.6,16.2,25.5
North Dakota,3,33,2021-06-23,2021-07-05,16.4,12.1,21.6
Ohio,3,33,2021-06-23,2021-07-05,18.7,14.8,23.2
Oklahoma,3,33,2021-06-23,2021-07-05,20.4,15.0,26.7
Oregon,3,33,2021-06-23,2021-07-05,25.9,22.6,29.5
Pennsylvania,3,33,2021-06-23,2021-07-05,19.0,14.8,23.9
Rhode Island,3,33,2021-06-23,2021-07-05,15.9,10.4,22.8
South Carolina,3,33,2021-06-23,2021-07-05,15.0,10.8,20.2
South Dakota,3,33,2021-06-23,2021-07-05,12.5,7.8,18.5
Tennessee,3,33,2021-06-23,2021-07-05,17.6,14.1,21.6
Texas,3,33,2021-06-23,2021-07-05,19.8,16.7,23.3
Utah,3,33,2021-06-23,2021-07-05,12.8,10.8,15.0
Vermont,3,33,2021-06-23,2021-07-05,16.3,11.8,21.5
Virginia,3,33,2021-06-23,2021-07-05,17.3,13.6,21.6
Washington,3,33,2021-06-23,2021-07-05,21.7,18.8,24.9
West Virginia,3,33,2021-06-23,2021-07-05,15.9,12.2,20.1
Wisconsin,3,33,2021-06-23,2021-07-05,10.6,8.1,13.5
Wyoming,3,33,2021-06-23,2021-07-05,11.6,8.1,15.9
