Subgroup,Phase,Time Period,Time Period Start Date,Time Period End Date,Value,Low CI,High CI
Alabama,2,17,2020-10-14,2020-10-26,34.6,30.9,38.5
Alaska,2,17,2020-10-14,2020-10-26,39.5,35.8,43.3
Arizona,2,17,2020-10-14,2020-10-26,38.0,33.4,42.7
Arkansas,2,17,2020-10-14,2020-10-26,34.6,29.3,40.3
California,2,17,2020-10-14,2020-10-26,38.8,36.0,41.6
Colorado,2,17,2020-10-14,2020-10-26,35.9,32.5,39.5
Connecticut,2,17,2020-10-14,2020-10-26,35.5,31.7,39.4
Delaware,2,17,2020-10-14,2020-10-26,38.1,33.5,42.9
District of Columbia,2,17,2020-10-14,2020-10-26,44.8,39.5,50.1
Florida,2,17,2020-10-14,2020-10-26,34.5,31.4,37.8
Georgia,2,17,2020-10-14,2020-10-26,34.0,30.3,37.9
Hawaii,2,17,2020-10-14,2020-10-26,39.2,33.7,45.0
Idaho,2,17,2020-10-14,2020-10-26,29.6,26.3,33.2
Illinois,2,17,2020-10-14,2020-10-26,34.4,31.0,37.9
Indiana,2,17,2020-10-14,2020-10-26,30.7,27.2,34.3
Iowa,2,17,2020-10-14,2020-10-26,26.9,23.5,30.4
Kansas,2,17,2020-10-14,2020-10-26,34.3,29.9,39.0
Kentucky,2,17,2020-10-14,2020-10-26,34.0,29.2,39.1
Louisiana,2,17,2020-10-14,2020-10-26,32.4,27.7,37.2
Maine,2,17,2020-10-14,2020-10-26,37.4,31.9,43.2
Maryland,2,17,2020-10-14,2020-10-26,40.1,36.5,43.8
Massachusetts,2,17,2020-10-14,2020-10-26,37.6,33.9,41.5
Michigan,2,17,2020-10-14,2020-10-26,36.2,32.3,40.3
Minnesota,2,17,2020-10-14,2020-10-26,33.4,30.2,36.8
Mississippi,2,17,2020-10-14,2020-10-26,31.4,26.2,36.9
Missouri,2,17,2020-10-14,2020-10-26,33.4,29.8,37.1
Montana,2,17,2020-10-14,2020-10-26,30.7,26.4,35.3
Nebraska,2,17,2020-10-14,2020-10-26,28.3,25.2,31.6
Nevada,2,17,2020-10-14,2020-10-26,37.7,32.8,42.8
New Hampshire,2,17,2020-10-14,2020-10-26,28.8,24.9,32.9
New Jersey,2,17,2020-10-14,2020-10-26,33.4,30.3,36.7
New Mexico,2,17,2020-10-14,2020-10-26,47.0,42.2,51.9
New York,2,17,2020-10-14,2020-10-26,34.6,30.7,38.7
North Carolina,2,17,2020-10-14,2020-10-26,27.1,23.6,30.8
North Dakota,2,17,2020-10-14,2020-10-26,27.7,23.2,32.5
Ohio,2,17,2020-10-14,2020-10-26,30.8,26.2,35.6
Oklahoma,2,17,2020-10-14,2020-10-26,31.3,28.0,34.9
Oregon,2,17,2020-10-14,2020-10-26,38.4,34.6,42.4
Pennsylvania,2,17,2020-10-14,2020-10-26,32.7,29.1,36.5
Rhode Island,2,17,2020-10-14,2020-10-26,35.1,30.3,40.2
South Carolina,2,17,2020-10-14,2020-10-26,36.1,31.5,40.8
South Dakota,2,17,2020-10-14,2020-10-26,29.4,25.5,33.6
Tennessee,2,17,2020-10-14,2020-10-26,31.4,27.1,35.9
Texas,2,17,2020-10-14,2020-10-26,40.8,37.7,43.9
Utah,2,17,2020-10-14,2020-10-26,30.6,27.7,33.6
Vermont,2,17,2020-10-14,2020-10-26,33.1,27.8,38.7
Virginia,2,17,2020-10-14,2020-10-26,35.4,31.9,39.0
Washington,2,17,2020-10-14,2020-10-26,38.5,35.7,41.3
West Virginia,2,17,2020-10-14,2020-10-26,35.7,31.1,40.5
Wisconsin,2,17,2020-10-14,2020-10-26,31.0,27.5,34.6
Wyoming,2,17,2020-10-14,2020-10-26,32.4,26.9,38.2
United States,3,18,2020-10-28,2020-11-09,36.0,35.2,36.8
18 - 29 years,3,18,2020-10-28,2020-11-09,41.5,38.5,44.5
30 - 39 years,3,18,2020-10-28,2020-11-09,40.2,38.1,42.4
40 - 49 years,3,18,2020-10-28,2020-11-09,36.9,35.2,38.7
50 - 59 years,3,18,2020-10-28,2020-11-09,37.0,34.9,39.1
60 - 69 years,3,18,2020-10-28,2020-11-09,33.1,31.5,34.7
70 - 79 years,3,18,2020-10-28,2020-11-09,26.8,24.4,29.4
80 years and above,3,18,2020-10-28,2020-11-09,20.9,16.4,26.0
Male,3,18,2020-10-28,2020-11-09,32.1,30.9,33.2
Female,3,18,2020-10-28,2020-11-09,39.6,38.5,40.6
Hispanic or Latino,3,18,2020-10-28,2020-11-09,44.3,41.3,47.4
"Non-Hispanic White, single race",3,18,2020-10-28,2020-11-09,33.3,32.6,34.0
"Non-Hispanic Black, single race",3,18,2020-10-28,2020-11-09,36.6,33.2,40.1
"Non-Hispanic Asian, single race",3,18,2020-10-28,2020-11-09,37.7,34.0,41.6
"Non-Hispanic, other races and multiple races",3,18,2020-10-28,2020-11-09,44.6,40.4,49.0
Less than a high school diploma,3,18,2020-10-28,2020-11-09,39.6,34.3,45.1
High school diploma or GED,3,18,2020-10-28,2020-11-09,31.9,30.1,33.8
Some college/Associate's degree,3,18,2020-10-28,2020-11-09,39.2,37.9,40.6
Bachelor's degree or higher,3,18,2020-10-28,2020-11-09,35.9,35.0,36.9
Alabama,3,18,2020-10-28,2020-11-09,36.8,30.1,44.0
Alaska,3,18,2020-10-28,2020-11-09,42.0,37.7,46.5
Arizona,3,18,2020-10-28,2020-11-09,34.2,29.4,39.3
Arkansas,3,18,2020-10-28,2020-11-09,37.3,32.3,42.6
California,3,18,2020-10-28,2020-11-09,43.9,40.7,47.0
Colorado,3,18,2020-10-28,2020-11-09,37.1,33.3,41.1
Connecticut,3,18,2020-10-28,2020-11-09,33.6,28.6,38.9
Delaware,3,18,2020-10-28,2020-11-09,35.1,28.3,42.4
District of Columbia,3,18,2020-10-28,2020-11-09,39.7,33.5,46.2
Florida,3,18,2020-10-28,2020-11-09,35.2,30.9,39.6
Georgia,3,18,2020-10-28,2020-11-09,34.5,29.5,39.7
Hawaii,3,18,2020-10-28,2020-11-09,36.2,30.9,41.7
Idaho,3,18,2020-10-28,2020-11-09,30.6,26.8,34.6
Illinois,3,18,2020-10-28,2020-11-09,34.6,30.9,38.5
Indiana,3,18,2020-10-28,2020-11-09,31.2,26.1,36.6
Iowa,3,18,2020-10-28,2020-11-09,31.1,25.6,37.1
Kansas,3,18,2020-10-28,2020-11-09,33.0,28.0,38.2
Kentucky,3,18,2020-10-28,2020-11-09,33.9,28.8,39.4
Louisiana,3,18,2020-10-28,2020-11-09,36.3,30.5,42.4
Maine,3,18,2020-10-28,2020-11-09,32.6,26.7,38.9
Maryland,3,18,2020-10-28,2020-11-09,37.6,33.5,41.8
Massachusetts,3,18,2020-10-28,2020-11-09,38.7,34.2,43.3
Michigan,3,18,2020-10-28,2020-11-09,32.4,28.8,36.1
Minnesota,3,18,2020-10-28,2020-11-09,33.5,30.1,37.1
Mississippi,3,18,2020-10-28,2020-11-09,37.2,31.1,43.6
Missouri,3,18,2020-10-28,2020-11-09,35.9,30.6,41.5
Montana,3,18,2020-10-28,2020-11-09,35.8,29.7,42.3
Nebraska,3,18,2020-10-28,2020-11-09,29.5,25.1,34.1
Nevada,3,18,2020-10-28,2020-11-09,39.0,33.1,45.1
New Hampshire,3,18,2020-10-28,2020-11-09,34.7,29.3,40.5
New Jersey,3,18,2020-10-28,2020-11-09,35.5,31.4,39.8
New Mexico,3,18,2020-10-28,2020-11-09,42.9,37.6,48.3
New York,3,18,2020-10-28,2020-11-09,35.8,30.8,41.1
North Carolina,3,18,2020-10-28,2020-11-09,31.6,26.8,36.8
North Dakota,3,18,2020-10-28,2020-11-09,31.9,25.7,38.7
Ohio,3,18,2020-10-28,2020-11-09,34.5,29.2,40.1
Oklahoma,3,18,2020-10-28,2020-11-09,38.1,32.6,43.8
Oregon,3,18,2020-10-28,2020-11-09,38.2,34.7,41.9
Pennsylvania,3,18,2020-10-28,2020-11-09,31.2,27.5,35.0
Rhode Island,3,18,2020-10-28,2020-11-09,34.1,28.3,40.2
South Carolina,3,18,2020-10-28,2020-11-09,33.9,28.8,39.3
South Dakota,3,18,2020-10-28,2020-11-09,31.6,26.7,36.8
Tennessee,3,18,2020-10-28,2020-11-09,27.7,24.1,31.5
Texas,3,18,2020-10-28,2020-11-09,40.0,36.6,43.4
Utah,3,18,2020-10-28,2020-11-09,30.3,26.9,33.9
Vermont,3,18,2020-10-28,2020-11-09,35.8,30.0,41.8
Virginia,3,18,2020-10-28,2020-11-09,32.2,28.1,36.4
Washington,3,18,2020-10-28,2020-11-09,36.6,33.4,39.8
West Virginia,3,18,2020-10-28,2020-11-09,30.3,24.2,37.0
Wisconsin,3,18,2020-10-28,2020-11-09,36.6,30.2,43.4
Wyoming,3,18,2020-10-28,2020-11-09,33.7,27.1,40.9
United States,3,19,2020-11-11,2020-11-23,37.0,36.2,37.9
18 - 29 years,3,19,2020-11-11,2020-11-23,38.9,36.0,41.9
30 - 39 years,3,19,2020-11-11,2020-11-23,41.0,39.2,42.8
40 - 49 years,3,19,2020-11-11,2020-11-23,39.0,37.4,40.6
50 - 59 years,3,19,2020-11-11,2020-11-23,37.2,35.5,39.0
60 - 69 years,3,19,2020-11-11,2020-11-23,34.3,32.7,35.8
70 - 79 years,3,19,2020-11-11,2020-11-23,31.5,28.9,34.2
80 years and above,3,19,2020-11-11,2020-11-23,25.5,21.3,30.1
Male,3,19,2020-11-11,2020-11-23,33.8,32.4,35.3
Female,3,19,2020-11-11,2020-11-23,40.0,39.0,40.9
Hispanic or Latino,3,19,2020-11-11,2020-11-23,44.7,42.0,47.5
"Non-Hispanic White, single race",3,19,2020-11-11,2020-11-23,35.1,34.2,36.0
"Non-Hispanic Black, single race",3,19,2020-11-11,2020-11-23,37.8,34.6,41.1
"Non-Hispanic Asian, single race",3,19,2020-11-11,2020-11-23,33.9,30.4,37.5
"Non-Hispanic, other races and multiple races",3,19,2020-11-11,2020-11-23,40.2,36.3,44.2
Less than a high school diploma,3,19,2020-11-11,2020-11-23,40.2,35.5,44.9
High school diploma or GED,3,19,2020-11-11,2020-11-23,35.3,33.5,37.1
Some college/Associate's degree,3,19,2020-11-11,2020-11-23,38.7,37.5,39.8
Bachelor's degree or higher,3,19,2020-11-11,2020-11-23,36.5,35.5,37.4
Alabama,3,19,2020-11-11,2020-11-23,33.8,28.5,39.5
Alaska,3,19,2020-11-11,2020-11-23,43.4,40.2,46.6
Arizona,3,19,2020-11-11,2020-11-23,35.7,31.9,39.6
Arkansas,3,19,2020-11-11,2020-11-23,34.9,29.4,40.7
California,3,19,2020-11-11,2020-11-23,42.5,39.2,45.8
Colorado,3,19,2020-11-11,2020-11-23,35.4,32.2,38.7
Connecticut,3,19,2020-11-11,2020-11-23,37.7,32.5,43.2
Delaware,3,19,2020-11-11,2020-11-23,32.7,27.8,37.9
District of Columbia,3,19,2020-11-11,2020-11-23,37.0,29.8,44.7
Florida,3,19,2020-11-11,2020-11-23,33.3,29.8,37.1
Georgia,3,19,2020-11-11,2020-11-23,38.3,33.5,43.3
Hawaii,3,19,2020-11-11,2020-11-23,32.5,27.0,38.5
Idaho,3,19,2020-11-11,2020-11-23,34.4,30.5,38.4
Illinois,3,19,2020-11-11,2020-11-23,40.9,36.4,45.5
Indiana,3,19,2020-11-11,2020-11-23,31.4,27.5,35.5
Iowa,3,19,2020-11-11,2020-11-23,35.2,30.6,40.1
Kansas,3,19,2020-11-11,2020-11-23,32.6,28.6,36.7
Kentucky,3,19,2020-11-11,2020-11-23,33.7,29.2,38.6
Louisiana,3,19,2020-11-11,2020-11-23,36.3,30.6,42.2
Maine,3,19,2020-11-11,2020-11-23,37.0,30.9,43.4
Maryland,3,19,2020-11-11,2020-11-23,39.5,35.9,43.3
Massachusetts,3,19,2020-11-11,2020-11-23,36.7,33.5,40.1
Michigan,3,19,2020-11-11,2020-11-23,36.1,32.5,39.8
Minnesota,3,19,2020-11-11,2020-11-23,38.5,34.6,42.4
Mississippi,3,19,2020-11-11,2020-11-23,30.5,24.7,36.9
Missouri,3,19,2020-11-11,2020-11-23,32.3,28.4,36.4
Montana,3,19,2020-11-11,2020-11-23,34.8,28.8,41.1
Nebraska,3,19,2020-11-11,2020-11-23,34.2,29.9,38.8
Nevada,3,19,2020-11-11,2020-11-23,35.0,31.1,39.1
New Hampshire,3,19,2020-11-11,2020-11-23,31.0,26.4,35.8
New Jersey,3,19,2020-11-11,2020-11-23,37.4,33.2,41.7
New Mexico,3,19,2020-11-11,2020-11-23,49.1,44.8,53.3
New York,3,19,2020-11-11,2020-11-23,34.0,30.0,38.1
North Carolina,3,19,2020-11-11,2020-11-23,37.2,33.0,41.5
North Dakota,3,19,2020-11-11,2020-11-23,28.7,23.5,34.4
Ohio,3,19,2020-11-11,2020-11-23,37.7,31.9,43.7
Oklahoma,3,19,2020-11-11,2020-11-23,37.8,33.8,41.9
Oregon,3,19,2020-11-11,2020-11-23,40.8,37.8,43.8
Pennsylvania,3,19,2020-11-11,2020-11-23,33.2,29.8,36.8
Rhode Island,3,19,2020-11-11,2020-11-23,36.6,30.5,43.0
South Carolina,3,19,2020-11-11,2020-11-23,38.6,32.6,44.9
South Dakota,3,19,2020-11-11,2020-11-23,33.4,28.2,38.9
Tennessee,3,19,2020-11-11,2020-11-23,32.5,28.6,36.6
Texas,3,19,2020-11-11,2020-11-23,40.1,36.6,43.6
Utah,3,19,2020-11-11,2020-11-23,32.8,29.4,36.4
Vermont,3,19,2020-11-11,2020-11-23,32.8,26.3,39.8
Virginia,3,19,2020-11-11,2020-11-23,38.4,34.1,42.7
Washington,3,19,2020-11-11,2020-11-23,36.8,34.4,39.3
West Virginia,3,19,2020-11-11,2020-11-23,28.9,23.9,34.4
Wisconsin,3,19,2020-11-11,2020-11-23,37.5,32.8,42.4
Wyoming,3,19,2020-11-11,2020-11-23,32.8,28.2,37.7
United States,3,20,2020-11-25,2020-12-07,37.1,36.4,37.9
18 - 29 years,3,20,2020-11-25,2020-12-07,38.4,36.0,40.9
30 - 39 years,3,20,2020-11-25,2020-12-07,39.9,38.5,41.4
40 - 49 years,3,20,2020-11-25,2020-12-07,41.7,39.6,43.9
50 - 59 years,3,20,2020-11-25,2020-12-07,40.2,38.4,42.0
60 - 69 years,3,20,2020-11-25,2020-12-07,33.3,32.0,34.7
70 - 79 years,3,20,2020-11-25,2020-12-07,26.8,25.1,28.5
80 years and above,3,20,2020-11-25,2020-12-07,26.7,22.4,31.4
Male,3,20,2020-11-25,2020-12-07,34.1,33.0,35.2
Female,3,20,2020-11-25,2020-12-07,39.9,38.8,41.0
Hispanic or Latino,3,20,2020-11-25,2020-12-07,42.0,39.6,44.5
"Non-Hispanic White, single race",3,20,2020-11-25,2020-12-07,35.8,35.0,36.5
"Non-Hispanic Black, single race",3,20,2020-11-25,2020-12-07,36.1,33.4,38.8
"Non-Hispanic Asian, single race",3,20,2020-11-25,2020-12-07,35.9,32.5,39.5
"Non-Hispanic, other races and multiple races",3,20,2020-11-25,2020-12-07,45.4,41.9,49.0
Less than a high school diploma,3,20,2020-11-25,2020-12-07,41.2,35.9,46.7
High school diploma or GED,3,20,2020-11-25,2020-12-07,33.9,31.9,35.9
Some college/Associate's degree,3,20,2020-11-25,2020-12-07,39.8,38.6,41.1
Bachelor's degree or higher,3,20,2020-11-25,2020-12-07,36.9,36.1,37.7
Alabama,3,20,2020-11-25,2020-12-07,33.8,28.3,39.7
Alaska,3,20,2020-11-25,2020-12-07,46.0,41.5,50.5
Arizona,3,20,2020-11-25,2020-12-07,35.1,31.2,39.1
Arkansas,3,20,2020-11-25,2020-12-07,38.3,32.8,44.0
California,3,20,2020-11-25,2020-12-07,40.8,37.8,43.8
Colorado,3,20,2020-11-25,2020-12-07,38.9,35.3,42.6
Connecticut,3,20,2020-11-25,2020-12-07,36.2,32.3,40.3
Delaware,3,20,2020-11-25,2020-12-07,40.0,33.8,46.6
District of Columbia,3,20,2020-11-25,2020-12-07,42.0,35.9,48.3
Florida,3,20,2020-11-25,2020-12-07,34.3,30.7,38.1
Georgia,3,20,2020-11-25,2020-12-07,33.0,28.3,37.8
Hawaii,3,20,2020-11-25,2020-12-07,34.0,28.4,40.0
Idaho,3,20,2020-11-25,2020-12-07,38.2,33.5,43.1
Illinois,3,20,2020-11-25,2020-12-07,37.0,33.2,40.9
Indiana,3,20,2020-11-25,2020-12-07,37.1,33.0,41.3
Iowa,3,20,2020-11-25,2020-12-07,34.3,29.1,39.7
Kansas,3,20,2020-11-25,2020-12-07,39.1,36.1,42.2
Kentucky,3,20,2020-11-25,2020-12-07,34.6,29.5,39.8
Louisiana,3,20,2020-11-25,2020-12-07,37.1,31.1,43.3
Maine,3,20,2020-11-25,2020-12-07,27.4,22.8,32.3
Maryland,3,20,2020-11-25,2020-12-07,36.5,32.5,40.6
Massachusetts,3,20,2020-11-25,2020-12-07,36.0,32.3,39.9
Michigan,3,20,2020-11-25,2020-12-07,38.1,34.9,41.5
Minnesota,3,20,2020-11-25,2020-12-07,37.9,34.7,41.2
Mississippi,3,20,2020-11-25,2020-12-07,37.9,31.5,44.6
Missouri,3,20,2020-11-25,2020-12-07,33.7,29.8,37.9
Montana,3,20,2020-11-25,2020-12-07,47.1,41.6,52.7
Nebraska,3,20,2020-11-25,2020-12-07,36.9,32.6,41.4
Nevada,3,20,2020-11-25,2020-12-07,43.7,39.0,48.6
New Hampshire,3,20,2020-11-25,2020-12-07,36.6,32.2,41.3
New Jersey,3,20,2020-11-25,2020-12-07,43.5,38.9,48.1
New Mexico,3,20,2020-11-25,2020-12-07,47.7,42.6,52.8
New York,3,20,2020-11-25,2020-12-07,38.7,35.0,42.5
North Carolina,3,20,2020-11-25,2020-12-07,34.7,29.3,40.4
North Dakota,3,20,2020-11-25,2020-12-07,34.6,28.7,40.9
Ohio,3,20,2020-11-25,2020-12-07,35.3,30.6,40.2
Oklahoma,3,20,2020-11-25,2020-12-07,40.7,36.2,45.4
Oregon,3,20,2020-11-25,2020-12-07,38.9,35.3,42.6
Pennsylvania,3,20,2020-11-25,2020-12-07,35.4,32.1,38.8
Rhode Island,3,20,2020-11-25,2020-12-07,38.6,33.1,44.4
South Carolina,3,20,2020-11-25,2020-12-07,31.4,26.8,36.4
South Dakota,3,20,2020-11-25,2020-12-07,34.1,28.8,39.8
Tennessee,3,20,2020-11-25,2020-12-07,31.6,27.9,35.6
Texas,3,20,2020-11-25,2020-12-07,37.7,34.8,40.7
Utah,3,20,2020-11-25,2020-12-07,41.0,37.1,45.0
Vermont,3,20,2020-11-25,2020-12-07,38.3,32.8,43.9
Virginia,3,20,2020-11-25,2020-12-07,35.9,31.5,40.5
Washington,3,20,2020-11-25,2020-12-07,38.9,35.4,42.5
West Virginia,3,20,2020-11-25,2020-12-07,32.3,26.8,38.3
Wisconsin,3,20,2020-11-25,2020-12-07,32.7,28.9,36.8
Wyoming,3,20,2020-11-25,2020-12-07,39.5,34.0,45.3
United States,3,21,2020-12-09,2020-12-21,39.5,38.7,40.2
18 - 29 years,3,21,2020-12-09,2020-12-21,40.1,37.7,42.5
30 - 39 years,3,21,2020-12-09,2020-12-21,41.5,39.9,43.2
40 - 49 years,3,21,2020-12-09,2020-12-21,43.4,41.7,45.2
50 - 59 years,3,21,2020-12-09,2020-12-21,41.9,40.5,43.3
60 - 69 years,3,21,2020-12-09,2020-12-21,37.1,35.4,38.9
70 - 79 years,3,21,2020-12-09,2020-12-21,30.8,28.7,33.0
80 years and above,3,21,2020-12-09,2020-12-21,30.2,25.2,35.5
Male,3,21,2020-12-09,2020-12-21,36.6,35.4,37.7
Female,3,21,2020-12-09,2020-12-21,42.1,41.1,43.1
Hispanic or Latino,3,21,2020-12-09,2020-12-21,42.9,40.6,45.2
"Non-Hispanic White, single race",3,21,2020-12-09,2020-12-21,37.8,37.0,38.7
"Non-Hispanic Black, single race",3,21,2020-12-09,2020-12-21,40.9,37.8,44.1
"Non-Hispanic Asian, single race",3,21,2020-12-09,2020-12-21,36.5,33.0,40.2
"Non-Hispanic, other races and multiple races",3,21,2020-12-09,2020-12-21,52.4,48.5,56.2
Less than a high school diploma,3,21,2020-12-09,2020-12-21,44.7,39.9,49.7
High school diploma or GED,3,21,2020-12-09,2020-12-21,36.0,34.1,38.0
Some college/Associate's degree,3,21,2020-12-09,2020-12-21,41.8,40.6,42.9
Bachelor's degree or higher,3,21,2020-12-09,2020-12-21,39.3,38.3,40.2
Alabama,3,21,2020-12-09,2020-12-21,41.9,36.1,47.8
Alaska,3,21,2020-12-09,2020-12-21,46.9,43.4,50.4
Arizona,3,21,2020-12-09,2020-12-21,43.6,39.5,47.7
Arkansas,3,21,2020-12-09,2020-12-21,40.9,35.9,46.0
California,3,21,2020-12-09,2020-12-21,46.1,43.5,48.7
Colorado,3,21,2020-12-09,2020-12-21,38.7,35.1,42.3
Connecticut,3,21,2020-12-09,2020-12-21,41.0,36.0,46.2
Delaware,3,21,2020-12-09,2020-12-21,39.2,33.0,45.6
District of Columbia,3,21,2020-12-09,2020-12-21,43.3,36.7,50.0
Florida,3,21,2020-12-09,2020-12-21,35.6,31.9,39.5
Georgia,3,21,2020-12-09,2020-12-21,30.7,26.3,35.4
Hawaii,3,21,2020-12-09,2020-12-21,31.4,26.4,36.8
Idaho,3,21,2020-12-09,2020-12-21,39.6,34.6,44.8
Illinois,3,21,2020-12-09,2020-12-21,40.2,36.3,44.2
Indiana,3,21,2020-12-09,2020-12-21,35.2,31.0,39.6
Iowa,3,21,2020-12-09,2020-12-21,38.4,33.2,43.9
Kansas,3,21,2020-12-09,2020-12-21,34.5,29.7,39.5
Kentucky,3,21,2020-12-09,2020-12-21,36.1,30.9,41.5
Louisiana,3,21,2020-12-09,2020-12-21,44.0,38.7,49.4
Maine,3,21,2020-12-09,2020-12-21,40.8,34.6,47.2
Maryland,3,21,2020-12-09,2020-12-21,41.1,37.6,44.7
Massachusetts,3,21,2020-12-09,2020-12-21,40.5,35.3,45.8
Michigan,3,21,2020-12-09,2020-12-21,37.2,33.3,41.2
Minnesota,3,21,2020-12-09,2020-12-21,37.6,34.2,41.2
Mississippi,3,21,2020-12-09,2020-12-21,38.0,31.7,44.6
Missouri,3,21,2020-12-09,2020-12-21,35.5,31.4,39.8
Montana,3,21,2020-12-09,2020-12-21,37.6,32.4,43.0
Nebraska,3,21,2020-12-09,2020-12-21,30.6,26.9,34.5
Nevada,3,21,2020-12-09,2020-12-21,38.6,34.3,43.1
New Hampshire,3,21,2020-12-09,2020-12-21,32.0,27.9,36.2
New Jersey,3,21,2020-12-09,2020-12-21,42.4,38.2,46.7
New Mexico,3,21,2020-12-09,2020-12-21,52.5,47.9,57.1
New York,3,21,2020-12-09,2020-12-21,38.2,33.3,43.2
North Carolina,3,21,2020-12-09,2020-12-21,36.4,31.3,41.7
North Dakota,3,21,2020-12-09,2020-12-21,29.1,24.4,34.2
Ohio,3,21,2020-12-09,2020-12-21,39.6,34.8,44.6
Oklahoma,3,21,2020-12-09,2020-12-21,40.1,34.8,45.5
Oregon,3,21,2020-12-09,2020-12-21,44.8,41.3,48.3
Pennsylvania,3,21,2020-12-09,2020-12-21,36.0,31.5,40.7
Rhode Island,3,21,2020-12-09,2020-12-21,37.2,31.4,43.2
South Carolina,3,21,2020-12-09,2020-12-21,35.2,29.7,41.0
South Dakota,3,21,2020-12-09,2020-12-21,36.1,30.0,42.5
Tennessee,3,21,2020-12-09,2020-12-21,39.1,34.6,43.7
Texas,3,21,2020-12-09,2020-12-21,41.4,38.4,44.5
Utah,3,21,2020-12-09,2020-12-21,36.2,32.7,39.8
Vermont,3,21,2020-12-09,2020-12-21,39.9,33.6,46.4
Virginia,3,21,2020-12-09,2020-12-21,38.5,35.2,42.0
Washington,3,21,2020-12-09,2020-12-21,41.6,38.2,45.1
West Virginia,3,21,2020-12-09,2020-12-21,44.7,38.6,51.0
Wisconsin,3,21,2020-12-09,2020-12-21,34.2,30.1,38.6
Wyoming,3,21,2020-12-09,2020-12-21,37.3,31.1,43.8
United States,3,22,2021-01-06,2021-01-18,35.3,34.6,36.0
18 - 29 years,3,22,2021-01-06,2021-01-18,33.1,31.0,35.2
30 - 39 years,3,22,2021-01-06,2021-01-18,36.7,34.6,38.7
40 - 49 years,3,22,2021-01-06,2021-01-18,38.4,36.6,40.3
50 - 59 years,3,22,2021-01-06,2021-01-18,38.6,37.1,40.1
60 - 69 years,3,22,2021-01-06,2021-01-18,34.3,32.8,35.8
70 - 79 years,3,22,2021-01-06,2021-01-18,30.4,28.4,32.5
80 years and above,3,22,2021-01-06,2021-01-18,24.9,21.4,28.6
Male,3,22,2021-01-06,2021-01-18,32.3,31.4,33.2
Female,3,22,2021-01-06,2021-01-18,38.1,37.1,39.1
Hispanic or Latino,3,22,2021-01-06,2021-01-18,38.4,36.0,40.8
"Non-Hispanic White, single race",3,22,2021-01-06,2021-01-18,34.2,33.5,35.0
"Non-Hispanic Black, single race",3,22,2021-01-06,2021-01-18,35.3,32.2,38.4
"Non-Hispanic Asian, single race",3,22,2021-01-06,2021-01-18,34.0,30.9,37.1
"Non-Hispanic, other races and multiple races",3,22,2021-01-06,2021-01-18,43.4,39.0,47.9
Less than a high school diploma,3,22,2021-01-06,2021-01-18,40.1,36.4,43.9
High school diploma or GED,3,22,2021-01-06,2021-01-18,30.3,28.5,32.2
Some college/Associate's degree,3,22,2021-01-06,2021-01-18,38.2,37.1,39.4
Bachelor's degree or higher,3,22,2021-01-06,2021-01-18,36.0,35.0,36.9
Alabama,3,22,2021-01-06,2021-01-18,30.9,25.4,36.9
Alaska,3,22,2021-01-06,2021-01-18,42.5,37.7,47.5
Arizona,3,22,2021-01-06,2021-01-18,40.0,36.9,43.1
Arkansas,3,22,2021-01-06,2021-01-18,37.9,32.9,43.1
California,3,22,2021-01-06,2021-01-18,40.6,37.9,43.3
Colorado,3,22,2021-01-06,2021-01-18,33.3,29.9,36.9
Connecticut,3,22,2021-01-06,2021-01-18,36.6,32.2,41.2
Delaware,3,22,2021-01-06,2021-01-18,31.6,27.4,36.0
District of Columbia,3,22,2021-01-06,2021-01-18,41.4,33.9,49.2
Florida,3,22,2021-01-06,2021-01-18,34.3,30.6,38.1
Georgia,3,22,2021-01-06,2021-01-18,30.9,27.2,34.8
Hawaii,3,22,2021-01-06,2021-01-18,24.2,19.4,29.6
Idaho,3,22,2021-01-06,2021-01-18,32.0,28.3,35.9
Illinois,3,22,2021-01-06,2021-01-18,37.0,33.5,40.6
Indiana,3,22,2021-01-06,2021-01-18,32.3,28.3,36.5
Iowa,3,22,2021-01-06,2021-01-18,30.2,25.2,35.6
Kansas,3,22,2021-01-06,2021-01-18,33.3,28.5,38.4
Kentucky,3,22,2021-01-06,2021-01-18,29.6,25.1,34.5
Louisiana,3,22,2021-01-06,2021-01-18,28.7,22.7,35.3
Maine,3,22,2021-01-06,2021-01-18,34.5,28.7,40.8
Maryland,3,22,2021-01-06,2021-01-18,41.5,37.3,45.8
Massachusetts,3,22,2021-01-06,2021-01-18,37.6,34.0,41.3
Michigan,3,22,2021-01-06,2021-01-18,35.8,31.9,39.9
Minnesota,3,22,2021-01-06,2021-01-18,33.0,28.9,37.3
Mississippi,3,22,2021-01-06,2021-01-18,34.2,28.0,41.0
Missouri,3,22,2021-01-06,2021-01-18,30.7,26.8,34.9
Montana,3,22,2021-01-06,2021-01-18,33.6,28.0,39.4
Nebraska,3,22,2021-01-06,2021-01-18,29.9,25.7,34.4
Nevada,3,22,2021-01-06,2021-01-18,35.6,31.0,40.4
New Hampshire,3,22,2021-01-06,2021-01-18,38.3,33.4,43.3
New Jersey,3,22,2021-01-06,2021-01-18,38.1,34.1,42.2
New Mexico,3,22,2021-01-06,2021-01-18,38.5,33.4,43.8
New York,3,22,2021-01-06,2021-01-18,28.7,25.3,32.3
